0.0309963,0.916633184,0.010462001,
0.0310678,0.916190342,0.010540322,
0.0311394,0.915745362,0.01061924,
0.0312112,0.915298234,0.010698762,
0.0312831,0.914848942,0.010778891,
0.0313552,0.914397481,0.010859633,
0.0314275,0.913943832,0.010940992,
0.0315,0.91348799,0.011022973,
0.0315726,0.91302994,0.011105581,
0.0316453,0.912569671,0.011188821,
0.0317183,0.912107171,0.011272697,
0.0317914,0.911642429,0.011357215,
0.0318647,0.911175432,0.01144238,
0.0319382,0.910706168,0.011528196,
0.0320118,0.910234626,0.011614669,
0.0320856,0.909760793,0.011701804,
0.0321595,0.90928291,0.011789629,
0.0322337,0.908805261,0.011878093,
0.032308,0.908328447,0.011967192,
0.0323825,0.907843975,0.012057044,
0.0324571,0.907358159,0.012147571,
0.0325319,0.906870635,0.012238783,
0.0326069,0.906376534,0.01233075,
0.0326821,0.905886537,0.012423333,
0.0327574,0.90539238,0.01251665,
0.0328329,0.904892389,0.01261073,
0.0329086,0.904393325,0.012705484,
0.0329845,0.9038943,0.012800929,
0.0330605,0.903388222,0.012897171,
0.0331367,0.902879186,0.012994158,
0.0332131,0.902373046,0.013091811,
0.0332897,0.901860377,0.013190272,
0.0333664,0.901344473,0.013289499,
0.0334434,0.900825028,0.013389502,
0.0335205,0.900304805,0.013490247,
0.0335977,0.899785115,0.013591718,
0.0336752,0.899258699,0.013694031,
0.0337528,0.898733446,0.013797072,
0.0338306,0.898205051,0.013900913,
0.0339086,0.897671927,0.014005583,
0.0339868,0.897132841,0.01411111,
0.0340651,0.896594932,0.014217388,
0.0341436,0.896055994,0.014324456,
0.0342224,0.895509038,0.014432432,
0.0343012,0.894969147,0.01454108,
0.0343803,0.894417594,0.014650709,
0.0344596,0.893864741,0.014761157,
0.034539,0.893324464,0.0148722,
0.0346186,0.892777188,0.014984166,
0.0346984,0.892186215,0.015097684,
0.0347784,0.891637648,0.015211309,
0.0348586,0.891089618,0.015325748,
0.034939,0.89050682,0.015441619,
0.0350195,0.889927126,0.015558279,
0.0351002,0.889353495,0.015675682,
0.0351811,0.888784729,0.015793851,
0.0352622,0.888227311,0.015912673,
0.0353435,0.887629963,0.016033076,
0.035425,0.887036263,0.016154288,
0.0355067,0.886448842,0.016276265,
0.0355885,0.885867079,0.016399023,
0.0356706,0.885272487,0.016522908,
0.0357528,0.884662767,0.016647976,
0.0358352,0.884083932,0.016773367,
0.0359178,0.883474927,0.01690024,
0.0360006,0.882852947,0.017028284,
0.0360836,0.882268606,0.017156525,
0.0361668,0.8816628,0.017286111,
0.0362502,0.88103176,0.017417133,
0.0363337,0.880416062,0.0175488,
0.0364175,0.879802898,0.017681368,
0.0365014,0.879171528,0.017815262,
0.0365856,0.878536112,0.017950208,
0.0366699,0.877891822,0.018086314,
0.0367544,0.877284007,0.018222647,
0.0368392,0.876642727,0.018360662,
0.0369241,0.876018078,0.018499322,
0.0370092,0.875353115,0.018639839,
0.0370945,0.874715532,0.018780786,
0.03718,0.874069092,0.01892294,
0.0372658,0.873417915,0.019066222,
0.0373517,0.872757249,0.019210745,
0.0374378,0.872100594,0.019356221,
0.0375241,0.871437401,0.019502891,
0.0376106,0.870762828,0.019650874,
0.0376973,0.870100803,0.019799639,
0.0377842,0.869429038,0.019949696,
0.0378713,0.868754485,0.020100896,
0.0379586,0.868078981,0.020253206,
0.0380461,0.867386758,0.020407003,
0.0381338,0.866689775,0.02056202,
0.0382217,0.866021778,0.02071746,
0.0383098,0.865311638,0.020875027,
0.0383981,0.86462646,0.021033122,
0.0384866,0.863921125,0.021192843,
0.0385754,0.863216909,0.021353683,
0.0386643,0.862509884,0.021515746,
0.0387534,0.861799064,0.021679065,
0.0388427,0.86108937,0.021843526,
0.0389323,0.860378437,0.022009195,
0.039022,0.859639844,0.022176762,
0.039112,0.858927858,0.022344839,
0.0392021,0.858186991,0.022514872,
0.0392925,0.857470013,0.022685492,
0.0393831,0.856719704,0.022858216,
0.0394739,0.855985365,0.023031747,
0.0395649,0.855233459,0.023206993,
0.0396561,0.854493097,0.023383175,
0.0397475,0.853729901,0.023561241,
0.0398391,0.852989392,0.023739949,
0.039931,0.852224107,0.023920622,
0.040023,0.8514686,0.024102306,
0.0401153,0.850701026,0.024285626,
0.0402078,0.849919502,0.024470652,
0.0403004,0.849160523,0.024656342,
0.0403934,0.848363766,0.024844454,
0.0404865,0.847589094,0.025033256,
0.0405798,0.846803008,0.025223736,
0.0406733,0.84600646,0.025415882,
0.0407671,0.84521512,0.025609235,
0.0408611,0.844412369,0.025804307,
0.0409553,0.843613569,0.026000641,
0.0410497,0.842805042,0.026198667,
0.0411443,0.841989716,0.026398308,
0.0412392,0.841182659,0.026599102,
0.0413342,0.840352962,0.026802035,
0.0414295,0.839522999,0.027006414,
0.041525,0.838693982,0.027212209,
0.0416207,0.837875626,0.027419108,
0.0417167,0.83703486,0.027628202,
0.0418129,0.836185277,0.027839066,
0.0419092,0.835327637,0.02805169,
0.0420059,0.834489107,0.028265168,
0.0421027,0.833636074,0.028480641,
